dewpoint_1000_hpa,dewpoint_850_hpa,k_index,showalter_index,dewpoint_500_hpa,lifted_index,convective_available_potential_energy,cross_totals_index,dewpoint_700_hpa,rain
23.6,16.3,35.3,-0.99,-7.8,-3.61,978.09,22.0,6.1,1
23.6,16.3,35.3,-0.99,-7.8,-3.61,978.09,22.0,6.1,1
21.0,15.3,37.3,-0.27,-6.1,-0.9,99.02,21.0,7.5,1
21.0,15.3,37.3,-0.27,-6.1,-0.9,99.02,21.0,7.5,1
20.0,13.4,34.3,1.35,-8.6,0.86,0.0,18.9,6.0,0
20.0,13.4,34.3,1.35,-8.6,0.86,0.0,18.9,6.0,0
19.8,5.6,26.2,8.44,22.1,-0.32,248.7,9.7,6.1,0
19.8,5.6,26.2,8.44,22.1,-0.32,248.7,9.7,6.1,0
20.0,9.8,29.2,4.97,19.3,1.46,2.66,14.1,4.7,1
20.0,9.8,29.2,4.97,19.3,1.46,2.66,14.1,4.7,0
21.1,10.2,29.2,4.95,11.3,-0.13,144.03,14.5,4.1,1
21.1,10.2,29.2,4.95,11.3,-0.13,144.03,14.5,4.1,0
21.6,7.2,22.5,6.51,10.1,-0.23,30.55,12.3,-0.6,0
21.6,7.2,22.5,6.51,10.1,-0.23,30.55,12.3,-0.6,0
20.4,8.0,22.7,6.42,10.7,0.89,0.0,12.7,0.8,0
20.4,8.0,22.7,6.42,10.7,0.89,0.0,12.7,0.8,0
17.4,10.0,18.7,5.36,11.7,3.26,0.0,14.7,-2.8,0
17.4,10.0,18.7,5.36,11.7,3.26,0.0,14.7,-2.8,0
18.4,10.8,24.3,4.26,20.7,2.6,0.0,15.5,0.4,0
18.4,10.8,24.3,4.26,20.7,2.6,0.0,15.5,0.4,0
19.4,12.8,29.9,2.9,27.3,1.72,0.0,17.1,4.2,0
19.4,12.8,29.9,2.9,27.3,1.72,0.0,17.1,4.2,0
19.6,15.4,37.5,0.46,28.3,-0.11,158.09,19.7,7.4,1
19.6,15.4,37.5,0.46,28.3,-0.11,158.09,19.7,7.4,0
23.1,14.9,32.7,1.44,-9.9,-1.72,923.22,18.8,5.5,0
23.1,14.9,32.7,1.44,-9.9,-1.72,923.22,18.8,5.5,0
22.0,13.6,30.9,1.38,16.7,-1.43,317.89,18.3,3.0,1
22.0,13.6,30.9,1.38,16.7,-1.43,317.89,18.3,3.0,1
23.1,14.4,35.5,0.82,-7.8,-1.63,433.66,19.3,6.8,1
23.1,14.4,35.5,0.82,-7.8,-1.63,433.66,19.3,6.8,1
21.5,12.8,33.4,1.61,-6.5,-0.56,73.73,17.9,5.9,1
21.5,12.8,33.4,1.61,-6.5,-0.56,73.73,17.9,5.9,1
22.4,15.0,34.2,0.62,-7.1,-1.29,193.55,20.1,6.3,1
22.4,15.0,34.2,0.62,-7.1,-1.29,193.55,20.1,6.3,1
22.7,16.0,36.1,0.01,-6.3,-1.57,493.91,21.1,6.6,1
22.7,16.0,36.1,0.01,-6.3,-1.57,493.91,21.1,6.6,0
22.2,14.3,31.2,0.82,10.9,-2.06,337.3,19.2,2.6,1
22.2,14.3,31.2,0.82,10.9,-2.06,337.3,19.2,2.6,0
20.2,10.4,17.7,4.61,10.9,-1.36,210.97,15.3,-5.2,0
20.2,10.4,17.7,4.61,10.9,-1.36,210.97,15.3,-5.2,0
20.0,8.0,19.3,4.82,15.3,-2.26,145.09,14.3,-3.8,1
20.0,8.0,19.3,4.82,15.3,-2.26,145.09,14.3,-3.8,0
20.4,12.0,18.9,2.43,14.9,-1.9,91.43,17.9,-5.6,0
20.4,12.0,18.9,2.43,14.9,-1.9,91.43,17.9,-5.6,0
21.2,14.9,33.6,0.84,-9.5,-0.28,52.19,19.4,5.0,0
21.2,14.9,33.6,0.84,-9.5,-0.28,52.19,19.4,5.0,0
22.4,13.4,32.7,1.46,10.9,-2.18,679.21,18.3,5.0,1
22.4,13.4,32.7,1.46,10.9,-2.18,679.21,18.3,5.0,0
20.8,14.0,36.1,0.09,-8.9,-2.01,276.99,20.1,6.2,1
20.8,14.0,36.1,0.09,-8.9,-2.01,276.99,20.1,6.2,0
21.9,13.4,31.9,1.26,11.1,-1.28,359.86,18.5,4.0,0
21.9,13.4,31.9,1.26,11.1,-1.28,359.86,18.5,4.0,0
20.4,13.4,30.9,0.26,-8.1,-2.08,222.18,19.5,0.6,1
20.4,13.4,30.9,0.26,-8.1,-2.08,222.18,19.5,0.6,1
20.6,14.6,28.9,0.2,-9.7,-1.53,106.54,20.7,0.2,0
20.6,14.6,28.9,0.2,-9.7,-1.53,106.54,20.7,0.2,0
20.8,13.4,30.3,1.95,11.3,-0.35,12.22,18.7,3.8,1
20.8,13.4,30.3,1.95,11.3,-0.35,12.22,18.7,3.8,0
20.2,9.0,23.9,5.44,-9.9,0.54,1.42,13.9,2.0,0
20.2,9.0,23.9,5.44,-9.9,0.54,1.42,13.9,2.0,1
22.2,15.5,30.8,-0.26,14.3,-2.37,624.72,20.8,2.8,1
22.2,15.5,30.8,-0.26,14.3,-2.37,624.72,20.8,2.8,0
21.7,14.0,32.7,0.3,-9.5,-1.76,138.66,19.7,4.0,1
21.7,14.0,32.7,0.3,-9.5,-1.76,138.66,19.7,4.0,0
20.8,14.1,29.2,1.5,17.7,0.38,4.23,18.8,1.8,1
20.8,14.1,29.2,1.5,17.7,0.38,4.23,18.8,1.8,0
22.1,14.1,31.0,1.39,17.1,-2.22,528.7,19.2,4.0,0
22.1,14.1,31.0,1.39,17.1,-2.22,528.7,19.2,4.0,0
21.4,14.0,31.3,2.59,12.9,0.66,3.82,17.9,5.2,1
21.4,14.0,31.3,2.59,12.9,0.66,3.82,17.9,5.2,0
21.3,14.7,31.8,0.03,-9.1,-1.66,218.8,20.2,4.2,1
21.3,14.7,31.8,0.03,-9.1,-1.66,218.8,20.2,4.2,0
21.6,14.5,31.8,1.23,16.3,-0.88,365.82,18.8,3.8,1
21.6,14.5,31.8,1.23,16.3,-0.88,365.82,18.8,3.8,0
21.8,12.8,28.3,3.5,20.7,-0.41,439.59,16.5,3.4,1
21.8,12.8,28.3,3.5,20.7,-0.41,439.59,16.5,3.4,0
21.8,15.7,35.2,-0.83,10.1,-2.15,397.06,21.0,5.6,1
21.8,15.7,35.2,-0.83,10.1,-2.15,397.06,21.0,5.6,0
21.4,15.8,34.6,-0.25,10.9,-0.98,111.42,20.7,5.1,1
21.4,15.8,34.6,-0.25,10.9,-0.98,111.42,20.7,5.1,1
22.0,11.6,30.1,3.47,-7.7,-1.27,212.29,16.5,5.0,0
22.0,11.6,30.1,3.47,-7.7,-1.27,212.29,16.5,5.0,0
20.6,11.8,31.8,4.19,-9.9,0.87,8.46,15.7,5.9,0
20.6,11.8,31.8,4.19,-9.9,0.87,8.46,15.7,5.9,0
21.4,11.2,32.6,2.71,-7.0,-1.71,147.4,16.9,5.7,1
21.4,11.2,32.6,2.71,-7.0,-1.71,147.4,16.9,5.7,0
18.6,13.0,30.9,3.02,10.9,2.86,0.0,16.9,5.4,1
18.6,13.0,30.9,3.02,10.9,2.86,0.0,16.9,5.4,0
20.8,12.8,30.1,1.21,-9.9,-1.39,135.01,18.3,3.6,0
20.8,12.8,30.1,1.21,-9.9,-1.39,135.01,18.3,3.6,0
22.4,16.2,30.5,-0.63,21.7,-1.82,357.7,20.9,2.0,0
22.4,16.2,30.5,-0.63,21.7,-1.82,357.7,20.9,2.0,0
22.2,14.3,33.0,2.01,20.9,-0.9,386.84,18.2,6.4,1
22.2,14.3,33.0,2.01,20.9,-0.9,386.84,18.2,6.4,0
20.9,15.6,34.6,-0.05,12.9,-0.69,102.87,20.5,5.9,1
20.9,15.6,34.6,-0.05,12.9,-0.69,102.87,20.5,5.9,1
22.2,15.1,33.4,-0.18,10.5,-1.81,276.71,21.0,4.4,1
22.2,15.1,33.4,-0.18,10.5,-1.81,276.71,21.0,4.4,0
19.8,13.4,31.8,2.55,21.3,2.65,0.0,17.7,4.9,1
19.8,13.4,31.8,2.55,21.3,2.65,0.0,17.7,4.9,1
21.8,15.3,35.7,0.33,-5.6,-1.95,490.94,20.4,7.3,1
21.8,15.3,35.7,0.33,-5.6,-1.95,490.94,20.4,7.3,0
22.6,16.0,33.1,0.53,10.3,-1.44,523.77,20.3,3.6,1
22.6,16.0,33.1,0.53,10.3,-1.44,523.77,20.3,3.6,1
21.2,12.6,29.3,1.89,-7.4,-0.64,74.9,17.7,3.6,0
21.2,12.6,29.3,1.89,-7.4,-0.64,74.9,17.7,3.6,0
17.8,12.6,30.6,3.78,-9.7,3.48,0.0,16.3,4.9,0
17.8,12.6,30.6,3.78,-9.7,3.48,0.0,16.3,4.9,0
20.6,11.4,26.3,3.13,14.5,0.86,0.0,15.9,0.4,0
20.6,11.4,26.3,3.13,14.5,0.86,0.0,15.9,0.4,0
19.8,12.8,32.6,2.7,26.5,0.45,0.0,17.3,5.9,1
19.8,12.8,32.6,2.7,26.5,0.45,0.0,17.3,5.9,0
20.0,13.6,32.7,2.97,14.7,2.12,0.0,17.3,5.8,1
20.0,13.6,32.7,2.97,14.7,2.12,0.0,17.3,5.8,0
19.6,14.7,32.3,1.52,-9.3,0.24,52.16,19.0,5.3,1
19.6,14.7,32.3,1.52,-9.3,0.24,52.16,19.0,5.3,1
21.2,15.1,34.9,-0.07,-8.6,-1.16,92.36,20.6,5.9,1
21.2,15.1,34.9,-0.07,-8.6,-1.16,92.36,20.6,5.9,1
22.1,15.9,35.6,-0.59,-6.7,-2.14,420.04,21.8,6.6,1
22.1,15.9,35.6,-0.59,-6.7,-2.14,420.04,21.8,6.6,1
22.0,15.1,33.9,0.72,-9.0,-2.12,838.85,20.2,5.7,1
22.0,15.1,33.9,0.72,-9.0,-2.12,838.85,20.2,5.7,0
20.7,13.7,33.0,1.57,-6.3,0.67,0.0,19.2,5.6,1
20.7,13.7,33.0,1.57,-6.3,0.67,0.0,19.2,5.6,1
21.7,13.6,28.3,2.17,-8.7,-1.92,453.19,19.3,2.4,1
21.7,13.6,28.3,2.17,-8.7,-1.92,453.19,19.3,2.4,0
22.1,13.9,33.8,1.58,16.9,-1.66,556.8,18.8,5.2,0
22.3,13.7,29.4,1.17,14.5,-2.42,536.93,19.2,1.8,0
21.6,16.2,33.5,-1.06,-8.1,-2.02,357.43,21.7,3.8,1
21.6,16.2,33.5,-1.06,-8.1,-2.02,357.43,21.7,3.8,1
22.7,15.5,37.8,-0.58,-9.8,-2.5,454.55,21.4,7.2,0
22.7,15.5,37.8,-0.58,-9.8,-2.5,454.55,21.4,7.2,0
23.1,16.1,31.4,0.93,-9.7,-2.04,1050.5,19.8,5.2,0
23.1,16.1,31.4,0.93,-9.7,-2.04,1050.5,19.8,5.2,1
21.7,15.8,36.2,-0.37,-7.4,-2.63,769.88,21.1,5.3,1
21.7,15.8,36.2,-0.37,-7.4,-2.63,769.88,21.1,5.3,1
22.5,14.7,10.6,3.3,-9.1,-1.61,1146.37,17.8,12.2,0
22.5,14.7,10.6,3.3,-9.1,-1.61,1146.37,17.8,12.2,0
22.1,14.8,31.9,1.52,-8.6,-0.97,192.99,19.1,5.6,0
22.1,14.8,31.9,1.52,-8.6,-0.97,192.99,19.1,5.6,0
22.8,15.5,24.8,1.53,-8.7,-1.24,636.27,19.2,-0.6,1
22.8,15.5,24.8,1.53,-8.7,-1.24,636.27,19.2,-0.6,1
22.1,16.4,37.0,-0.48,-8.0,-1.07,108.8,21.3,7.5,1
22.1,16.4,37.0,-0.48,-8.0,-1.07,108.8,21.3,7.5,1
21.8,14.1,29.4,1.09,-8.7,-1.96,378.89,19.4,2.8,1
21.8,14.1,29.4,1.09,-8.7,-1.96,378.89,19.4,2.8,1
22.2,15.8,35.0,0.14,-9.7,-1.42,278.38,20.5,7.5,1
22.2,15.8,35.0,0.14,-9.7,-1.42,278.38,20.5,7.5,1
22.2,15.7,34.0,-0.04,-9.5,-1.87,364.09,20.4,5.8,1
22.2,15.7,34.0,-0.04,-9.5,-1.87,364.09,20.4,5.8,1
20.7,14.4,30.7,1.7,-7.6,-0.26,46.7,18.9,4.8,1
20.7,14.4,30.7,1.7,-7.6,-0.26,46.7,18.9,4.8,1
22.3,16.1,32.9,0.71,-6.9,-1.27,449.14,20.4,5.3,1
22.3,16.1,32.9,0.71,-6.9,-1.27,449.14,20.4,5.3,1
21.7,15.3,34.0,0.82,-9.7,-1.51,465.24,20.0,6.2,1
21.7,15.3,34.0,0.82,-9.7,-1.51,465.24,20.0,6.2,0
22.5,16.0,33.9,-0.57,-9.5,-3.53,1274.99,21.3,4.6,1
22.5,16.0,33.9,-0.57,-9.5,-3.53,1274.99,21.3,4.6,0
23.6,15.8,34.9,0.13,-5.4,-3.59,1345.22,20.7,4.2,1
23.6,15.8,34.9,0.13,-5.4,-3.59,1345.22,20.7,4.2,1
23.2,16.2,37.2,-0.28,-5.7,-2.43,712.02,21.1,5.7,1
23.2,16.2,37.2,-0.28,-5.7,-2.43,712.02,21.1,5.7,1
24.1,15.3,31.4,0.93,-5.2,-3.59,1689.12,19.8,3.0,1
24.1,15.3,31.4,0.93,-5.2,-3.59,1689.12,19.8,3.0,0
23.6,16.8,39.2,-1.7,-9.5,-3.28,982.99,22.7,8.7,1
23.6,16.8,39.2,-1.7,-9.5,-3.28,982.99,22.7,8.7,0
22.5,15.5,33.0,0.33,-7.9,-2.41,906.97,20.4,4.6,1
22.5,15.5,33.0,0.33,-7.9,-2.41,906.97,20.4,4.6,1
22.9,15.3,31.4,-0.07,-8.8,-3.46,1306.82,20.8,3.4,1
22.9,15.3,31.4,-0.07,-8.8,-3.46,1306.82,20.8,3.4,0
22.4,13.5,30.8,1.76,-9.9,-3.12,1185.8,18.6,3.4,0
22.4,13.5,30.8,1.76,-9.9,-3.12,1185.8,18.6,3.4,0
20.8,13.8,33.5,1.38,10.9,0.03,19.42,18.7,5.4,0
20.8,13.8,33.5,1.38,10.9,0.03,19.42,18.7,5.4,0
22.6,14.9,31.2,0.22,11.5,-1.72,355.05,20.4,4.2,0
22.6,14.9,31.2,0.22,11.5,-1.72,355.05,20.4,4.2,1
22.3,16.2,38.4,-0.99,-6.6,-2.43,496.68,22.1,8.1,1
22.3,16.2,38.4,-0.99,-6.6,-2.43,496.68,22.1,8.1,0
22.3,16.1,36.3,-0.28,-7.7,-2.57,873.72,21.2,6.1,1
22.3,16.1,36.3,-0.28,-7.7,-2.57,873.72,21.2,6.1,1
21.3,12.8,30.5,2.81,-7.3,-1.34,384.48,17.9,5.2,1
21.3,12.8,30.5,2.81,-7.3,-1.34,384.48,17.9,5.2,0
21.6,15.0,34.1,-0.58,-6.9,-2.66,493.88,21.3,4.6,1
21.6,15.0,34.1,-0.58,-6.9,-2.66,493.88,21.3,4.6,1
22.0,12.8,31.3,1.91,-7.2,-2.62,718.48,18.7,4.8,0
22.0,12.8,31.3,1.91,-7.2,-2.62,718.48,18.7,4.8,0
21.6,13.5,31.7,1.86,10.1,-1.01,212.64,18.8,4.5,1
21.6,13.5,31.7,1.86,10.1,-1.01,212.64,18.8,4.5,1
20.7,13.0,34.0,0.72,-6.9,-1.88,106.06,19.9,5.5,0
20.7,13.0,34.0,0.72,-6.9,-1.88,106.06,19.9,5.5,0
20.8,14.1,31.9,1.89,10.7,0.53,18.88,18.8,4.5,0
20.8,14.1,31.9,1.89,10.7,0.53,18.88,18.8,4.5,0
22.3,13.5,32.5,1.56,14.3,-1.73,520.52,18.8,4.9,0
22.3,13.5,32.5,1.56,14.3,-1.73,520.52,18.8,4.9,1
22.8,16.3,39.2,-1.19,-7.2,-1.9,451.77,22.2,9.4,1
22.8,16.3,39.2,-1.19,-7.2,-1.9,451.77,22.2,9.4,0
21.6,14.7,33.4,0.61,-7.3,-1.85,401.28,20.2,6.4,1
21.6,14.7,33.4,0.61,-7.3,-1.85,401.28,20.2,6.4,1
22.3,16.0,34.3,0.4,-6.7,-1.48,479.47,20.9,6.0,1
22.3,16.0,34.3,0.4,-6.7,-1.48,479.47,20.9,6.0,1
21.6,15.2,30.9,0.42,-8.2,-1.7,574.01,20.3,2.4,0
21.6,15.2,30.9,0.42,-8.2,-1.7,574.01,20.3,2.4,1
22.0,15.1,34.6,0.82,-7.8,-1.51,454.63,20.0,6.6,1
22.0,15.1,34.6,0.82,-7.8,-1.51,454.63,20.0,6.6,1
22.0,16.5,34.9,0.3,-6.1,0.61,32.98,20.8,6.1,1
22.0,16.5,34.9,0.3,-6.1,0.61,32.98,20.8,6.1,1
22.3,14.7,36.0,0.24,-6.0,-2.56,893.1,19.8,6.0,0
22.3,14.7,36.0,0.24,-6.0,-2.56,893.1,19.8,6.0,0
23.4,15.6,34.4,-0.45,-8.2,-3.48,1235.61,20.9,5.5,0
23.4,15.6,34.4,-0.45,-8.2,-3.48,1235.61,20.9,5.5,1
22.0,15.9,36.3,1.2,-4.4,0.45,124.09,20.2,8.1,1
22.0,15.9,36.3,1.2,-4.4,0.45,124.09,20.2,8.1,1
22.7,15.9,36.0,1.6,-3.9,0.12,88.06,19.8,9.8,1
22.7,15.9,36.0,1.6,-3.9,0.12,88.06,19.8,9.8,1
21.9,16.9,36.6,-0.6,-5.5,-0.9,301.87,21.6,5.8,1
21.9,16.9,36.6,-0.6,-5.5,-0.9,301.87,21.6,5.8,1
22.6,15.1,36.3,0.61,-5.6,-1.57,351.73,20.4,7.5,1
22.6,15.1,36.3,0.61,-5.6,-1.57,351.73,20.4,7.5,1
22.4,16.7,36.3,0.09,-4.3,0.58,31.52,21.0,8.1,1
22.4,16.7,36.3,0.09,-4.3,0.58,31.52,21.0,8.1,1
22.4,15.7,35.4,1.01,-7.3,-1.5,516.26,20.2,7.2,1
22.4,15.7,35.4,1.01,-7.3,-1.5,516.26,20.2,7.2,1
22.9,13.9,32.5,1.78,-8.1,-2.65,1012.69,19.0,5.7,1
22.9,13.9,32.5,1.78,-8.1,-2.65,1012.69,19.0,5.7,1
24.5,15.1,33.1,2.23,12.3,-2.68,2124.42,18.4,5.5,0
24.5,15.1,33.1,2.23,12.3,-2.68,2124.42,18.4,5.5,0
22.9,15.5,33.7,1.74,-7.2,-0.47,428.74,18.8,6.3,0
22.9,15.5,33.7,1.74,-7.2,-0.47,428.74,18.8,6.3,0
24.6,14.9,36.1,2.12,-8.7,-2.96,2074.29,18.6,8.1,1
24.6,14.9,36.1,2.12,-8.7,-2.96,2074.29,18.6,8.1,1
20.4,14.7,31.3,2.41,11.7,1.09,101.27,18.4,5.1,0
20.4,14.7,31.3,2.41,11.7,1.09,101.27,18.4,5.1,0
22.4,14.6,33.6,1.31,11.7,-1.14,580.44,19.3,5.7,1
22.4,14.6,33.6,1.31,11.7,-1.14,580.44,19.3,5.7,1
20.8,14.6,37.3,1.02,12.9,-0.18,181.39,19.5,8.2,1
20.8,14.6,37.3,1.02,12.9,-0.18,181.39,19.5,8.2,0
22.5,14.5,36.0,-0.99,11.5,-3.36,520.59,21.6,5.6,1
22.5,14.5,36.0,-0.99,11.5,-3.36,520.59,21.6,5.6,0
20.0,14.3,35.0,0.29,-8.0,-1.67,174.22,20.6,6.0,1
20.0,14.3,35.0,0.29,-8.0,-1.67,174.22,20.6,6.0,0
22.4,14.7,33.4,1.5,13.9,-1.36,602.3,19.6,5.6,1
22.4,14.7,33.4,1.5,13.9,-1.36,602.3,19.6,5.6,1
22.4,16.2,34.3,-1.29,-8.1,-3.13,851.72,22.3,5.4,1
22.4,16.2,34.3,-1.29,-8.1,-3.13,851.72,22.3,5.4,1
21.8,15.1,35.8,-0.17,-6.1,-2.14,527.68,20.8,6.6,1
21.8,15.1,35.8,-0.17,-6.1,-2.14,527.68,20.8,6.6,1
21.0,15.1,36.4,0.9,-5.5,0.16,61.01,20.6,7.8,1
21.0,15.1,36.4,0.9,-5.5,0.16,61.01,20.6,7.8,0
19.6,13.3,31.2,1.14,-9.8,-1.0,123.47,19.4,4.2,0
19.6,13.3,31.2,1.14,-9.8,-1.0,123.47,19.4,4.2,0
24.0,13.4,34.5,0.46,-9.6,-3.32,1240.84,19.3,5.2,0
24.0,13.4,34.5,0.46,-9.6,-3.32,1240.84,19.3,5.2,1
21.4,14.0,34.1,-0.1,-9.3,-1.97,409.31,20.1,4.6,1
21.4,14.0,34.1,-0.1,-9.3,-1.97,409.31,20.1,4.6,1
22.1,15.4,31.9,0.32,-8.0,-1.62,540.97,20.5,4.6,0
22.1,15.4,31.9,0.32,-8.0,-1.62,540.97,20.5,4.6,1
21.7,15.4,34.8,-0.77,-6.2,-1.33,206.7,21.5,5.5,1
21.7,15.4,34.8,-0.77,-6.2,-1.33,206.7,21.5,5.5,0
22.3,14.3,31.8,0.7,10.2,-1.61,287.96,19.8,4.2,1
22.3,14.3,31.8,0.7,10.2,-1.61,287.96,19.8,4.2,1
22.2,15.8,29.9,-0.36,12.1,-2.33,778.6,20.9,2.6,1
22.2,15.8,29.9,-0.36,12.1,-2.33,778.6,20.9,2.6,0
22.4,15.2,34.3,1.12,13.5,-1.1,475.3,19.7,6.6,1
22.4,15.2,34.3,1.12,13.5,-1.1,475.3,19.7,6.6,1
21.9,14.3,36.2,0.79,-6.6,-1.35,224.5,20.4,7.2,1
21.9,14.3,36.2,0.79,-6.6,-1.35,224.5,20.4,7.2,0
20.4,13.6,30.7,1.66,-8.6,-1.1,260.58,18.9,4.0,0
20.4,13.6,30.7,1.66,-8.6,-1.1,260.58,18.9,4.0,0
19.2,11.8,31.7,2.79,10.3,0.32,28.44,17.1,5.6,0
19.2,11.8,31.7,2.79,10.3,0.32,28.44,17.1,5.6,0
20.5,13.6,31.9,1.66,15.3,-0.18,26.72,18.9,5.0,0
20.5,13.6,31.9,1.66,15.3,-0.18,26.72,18.9,5.0,0
21.6,14.3,29.2,0.89,17.7,-2.0,295.28,20.0,1.8,1
21.6,14.3,29.2,0.89,17.7,-2.0,295.28,20.0,1.8,1
21.3,14.4,30.9,0.4,15.9,-0.62,69.11,20.3,1.6,1
21.3,14.4,30.9,0.4,15.9,-0.62,69.11,20.3,1.6,0
21.5,14.3,36.0,1.5,-8.4,-0.78,223.75,19.2,6.8,0
21.5,14.3,36.0,1.5,-8.4,-0.78,223.75,19.2,6.8,1
22.8,15.2,35.7,-0.68,-7.7,-2.41,312.2,21.5,6.6,1
22.8,15.2,35.7,-0.68,-7.7,-2.41,312.2,21.5,6.6,1
22.2,14.7,30.8,1.62,12.3,-0.98,292.7,19.0,4.2,1
22.2,14.7,30.8,1.62,12.3,-0.98,292.7,19.0,4.2,0
23.7,15.8,39.7,-1.78,11.9,-4.25,894.21,22.7,8.4,1
23.7,15.8,39.7,-1.78,11.9,-4.25,894.21,22.7,8.4,1
22.4,14.6,33.6,1.7,-6.1,-1.44,366.84,19.9,5.7,1
22.4,14.6,33.6,1.7,-6.1,-1.44,366.84,19.9,5.7,1
21.6,14.0,28.9,2.18,-8.0,-0.08,172.48,18.7,1.6,1
21.6,14.0,28.9,2.18,-8.0,-0.08,172.48,18.7,1.6,0
18.8,14.5,27.8,0.3,12.1,-0.31,8.09,20.6,-1.0,0
18.8,14.5,27.8,0.3,12.1,-0.31,8.09,20.6,-1.0,0
20.8,12.0,29.7,2.63,-7.4,-0.84,123.68,17.7,3.4,0
20.8,12.0,29.7,2.63,-7.4,-0.84,123.68,17.7,3.4,0
21.9,10.8,30.8,3.38,-8.6,-1.88,429.97,16.9,5.5,0
21.9,10.8,30.8,3.38,-8.6,-1.88,429.97,16.9,5.5,0
22.2,13.3,33.8,1.64,-9.3,-2.02,632.02,18.8,5.8,1
22.2,13.3,33.8,1.64,-9.3,-2.02,632.02,18.8,5.8,0
20.4,13.7,32.8,1.47,10.1,-0.01,3.35,19.2,5.2,1
20.4,13.7,32.8,1.47,10.1,-0.01,3.35,19.2,5.2,0
20.9,14.1,32.4,0.69,-7.7,-0.94,113.01,20.2,5.2,0
20.9,14.1,32.4,0.69,-7.7,-0.94,113.01,20.2,5.2,1
21.3,13.7,32.8,0.77,-7.7,-2.35,666.36,20.0,4.6,0
21.3,13.7,32.8,0.77,-7.7,-2.35,666.36,20.0,4.6,0
20.2,11.4,32.1,1.84,-9.0,-1.48,186.89,17.7,4.0,0
20.2,11.4,32.1,1.84,-9.0,-1.48,186.89,17.7,4.0,0
20.6,13.5,30.8,2.76,15.1,0.83,47.72,17.6,3.8,0
20.6,13.5,30.8,2.76,15.1,0.83,47.72,17.6,3.8,1
21.9,14.5,36.3,0.21,-6.1,-3.26,916.58,20.4,6.9,1
21.9,14.5,36.3,0.21,-6.1,-3.26,916.58,20.4,6.9,1
23.6,15.1,33.0,-0.57,-7.5,-4.22,1481.2,21.2,4.4,0
23.6,15.1,33.0,-0.57,-7.5,-4.22,1481.2,21.2,4.4,1
22.4,15.9,36.0,-0.88,-6.0,-2.09,294.25,21.8,6.6,1
22.4,15.9,36.0,-0.88,-6.0,-2.09,294.25,21.8,6.6,1
21.2,11.0,25.3,2.38,-6.3,-1.39,117.88,17.3,-0.6,0
21.2,11.0,25.3,2.38,-6.3,-1.39,117.88,17.3,-0.6,0
21.2,11.0,22.7,1.98,-7.1,-1.79,96.12,17.7,-4.0,0
21.2,11.0,22.7,1.98,-7.1,-1.79,96.12,17.7,-4.0,0
20.0,12.2,31.1,2.35,-9.2,-0.23,9.1,17.9,5.4,0
20.0,12.2,31.1,2.35,-9.2,-0.23,9.1,17.9,5.4,0
21.9,13.8,35.4,0.3,11.5,-2.21,542.3,19.3,6.1,1
21.9,13.8,35.4,0.3,11.5,-2.21,542.3,19.3,6.1,1
22.2,15.2,36.5,-0.97,-6.4,-2.31,387.25,21.5,6.0,1
22.2,15.2,36.5,-0.97,-6.4,-2.31,387.25,21.5,6.0,1
21.8,12.2,34.3,2.15,-6.9,-1.22,248.69,18.1,5.6,0
21.8,12.2,34.3,2.15,-6.9,-1.22,248.69,18.1,5.6,1
23.4,14.9,36.3,0.12,-6.8,-3.29,1333.59,20.6,6.3,0
23.4,14.9,36.3,0.12,-6.8,-3.29,1333.59,20.6,6.3,1
21.0,13.7,34.6,1.87,-9.1,-1.57,549.64,18.8,6.8,1
21.0,13.7,34.6,1.87,-9.1,-1.57,549.64,18.8,6.8,0
20.7,15.0,34.5,0.42,-9.7,-1.14,270.68,20.3,5.8,0
20.7,15.0,34.5,0.42,-9.7,-1.14,270.68,20.3,5.8,1
22.4,15.6,35.2,0.32,19.9,-1.5,446.85,20.5,6.3,1
22.4,15.6,35.2,0.32,19.9,-1.5,446.85,20.5,6.3,1
21.8,15.4,35.6,-0.06,-7.8,-1.57,522.49,20.5,6.3,1
21.8,15.4,35.6,-0.06,-7.8,-1.57,522.49,20.5,6.3,1
22.3,14.4,33.3,1.1,11.1,-1.2,215.21,19.5,5.4,1
22.3,14.4,33.3,1.1,11.1,-1.2,215.21,19.5,5.4,1
22.0,15.3,34.5,-0.19,-7.0,-2.13,145.46,21.2,6.3,1
22.0,15.3,34.5,-0.19,-7.0,-2.13,145.46,21.2,6.3,1
21.9,15.1,32.9,0.21,-6.2,-1.67,181.79,20.8,4.7,0
21.9,15.1,32.9,0.21,-6.2,-1.67,181.79,20.8,4.7,0
22.7,15.7,37.4,-0.77,-8.3,-2.69,539.11,21.6,7.0,1
22.7,15.7,37.4,-0.77,-8.3,-2.69,539.11,21.6,7.0,0
22.5,12.4,30.8,3.06,-8.9,-1.75,603.96,17.1,4.7,0
22.5,12.4,30.8,3.06,-8.9,-1.75,603.96,17.1,4.7,0
19.6,14.2,31.9,2.59,-9.9,2.45,0.0,18.1,5.0,0
19.6,14.2,31.9,2.59,-9.9,2.45,0.0,18.1,5.0,0
19.4,13.0,32.6,2.42,12.5,0.56,0.16,17.5,5.9,0
19.4,13.0,32.6,2.42,12.5,0.56,0.16,17.5,5.9,0
22.7,14.9,36.5,0.13,-9.5,-2.37,518.65,20.4,7.3,1
