dewpoint_1000_hpa,dewpoint_850_hpa,k_index,showalter_index,dewpoint_500_hpa,lifted_index,convective_available_potential_energy,cross_totals_index,dewpoint_700_hpa,rain
22.7,14.9,36.5,0.13,-9.5,-2.37,518.65,20.4,7.3,0
21.8,13.4,25.7,2.55,15.7,-0.14,34.61,18.1,0.6,0
21.8,13.4,25.7,2.55,15.7,-0.14,34.61,18.1,0.6,0
21.8,10.2,32.1,5.55,19.7,-0.71,519.56,13.9,7.2,0
21.8,10.2,32.1,5.55,19.7,-0.71,519.56,13.9,7.2,0
22.3,15.0,36.4,0.32,-7.5,-1.67,227.65,20.3,7.3,0
22.3,15.0,36.4,0.32,-7.5,-1.67,227.65,20.3,7.3,1
23.1,17.6,41.0,-2.89,-7.7,-2.88,637.72,23.5,10.1,1
23.1,17.6,41.0,-2.89,-7.7,-2.88,637.72,23.5,10.1,0
22.4,15.6,36.6,-0.36,-5.6,-1.26,159.37,20.9,7.3,0
22.4,15.6,36.6,-0.36,-5.6,-1.26,159.37,20.9,7.3,0
21.2,13.2,32.7,2.24,-7.7,0.07,0.0,18.1,5.8,0
21.2,13.2,32.7,2.24,-7.7,0.07,0.0,18.1,5.8,0
21.4,12.2,29.7,2.24,-9.0,-1.25,95.48,17.5,4.2,0
21.4,12.2,29.7,2.24,-9.0,-1.25,95.48,17.5,4.2,0
23.5,15.7,34.3,0.16,12.5,-2.05,687.51,20.2,5.7,1
23.5,15.7,34.3,0.16,12.5,-2.05,687.51,20.2,5.7,1
21.4,12.4,31.1,1.96,13.3,-1.2,198.53,17.7,4.4,0
21.4,12.4,31.1,1.96,13.3,-1.2,198.53,17.7,4.4,1
21.7,14.0,32.1,0.9,-8.8,-1.59,315.48,19.1,4.6,0
21.7,14.0,32.1,0.9,-8.8,-1.59,315.48,19.1,4.6,0
21.1,12.4,31.7,2.86,12.9,-0.78,157.21,17.3,6.0,1
21.1,12.4,31.7,2.86,12.9,-0.78,157.21,17.3,6.0,0
22.6,14.4,31.7,0.54,20.9,-1.66,496.34,19.3,4.0,1
22.6,14.4,31.7,0.54,20.9,-1.66,496.34,19.3,4.0,0
22.5,14.1,34.0,0.39,-6.0,-3.0,785.26,20.0,6.0,0
22.5,14.1,34.0,0.39,-6.0,-3.0,785.26,20.0,6.0,0
22.8,15.4,40.5,-2.43,-7.6,-4.06,890.42,22.5,7.6,0
22.8,15.4,40.5,-2.43,-7.6,-4.06,890.42,22.5,7.6,0
22.4,13.9,21.0,1.38,22.3,-1.55,271.75,19.2,-6.0,1
22.4,13.9,21.0,1.38,22.3,-1.55,271.75,19.2,-6.0,1
19.8,9.0,13.5,4.84,-9.8,0.93,0.0,14.5,-9.0,0
19.8,9.0,13.5,4.84,-9.8,0.93,0.0,14.5,-9.0,0
19.6,9.2,15.7,5.31,11.3,0.35,0.0,14.5,-5.4,0
19.6,9.2,15.7,5.31,11.3,0.35,0.0,14.5,-5.4,0
21.2,12.4,12.9,2.66,16.1,-0.86,53.56,17.5,11.2,0
21.2,12.4,12.9,2.66,16.1,-0.86,53.56,17.5,11.2,0
22.4,15.5,20.2,1.13,14.1,-0.84,400.62,19.6,-5.2,0
22.4,15.5,20.2,1.13,14.1,-0.84,400.62,19.6,-5.2,0
20.9,13.2,27.3,3.14,13.1,0.43,21.15,17.3,1.8,0
20.9,13.2,27.3,3.14,13.1,0.43,21.15,17.3,1.8,0
22.6,11.6,25.1,2.47,-9.2,-3.45,1073.94,17.5,-0.8,0
22.6,11.6,25.1,2.47,-9.2,-3.45,1073.94,17.5,-0.8,0
22.5,11.2,30.8,3.31,11.1,-1.94,745.46,16.3,5.7,0
22.5,11.2,30.8,3.31,11.1,-1.94,745.46,16.3,5.7,0
22.0,13.4,30.5,1.66,13.7,-1.46,529.93,18.1,4.4,0
22.0,13.4,30.5,1.66,13.7,-1.46,529.93,18.1,4.4,0
22.2,15.0,37.1,-0.66,16.9,-2.64,558.54,20.9,7.0,0
22.2,15.0,37.1,-0.66,16.9,-2.64,558.54,20.9,7.0,0
21.5,13.4,34.5,0.46,-9.1,-2.14,291.39,19.3,5.0,1
21.5,13.4,34.5,0.46,-9.1,-2.14,291.39,19.3,5.0,0
20.2,12.4,31.8,2.76,10.5,1.39,0.0,16.9,4.5,1
20.2,12.4,31.8,2.76,10.5,1.39,0.0,16.9,4.5,0
21.5,13.9,36.8,1.39,22.9,0.17,61.71,18.8,8.0,1
21.5,13.9,36.8,1.39,22.9,0.17,61.71,18.8,8.0,0
20.2,12.8,38.8,-0.5,11.4,-2.24,71.98,20.5,8.3,1
20.2,12.8,38.8,-0.5,11.4,-2.24,71.98,20.5,8.3,0
21.0,14.2,37.6,0.8,22.5,-0.73,94.69,19.7,8.1,1
21.0,14.2,37.6,0.8,22.5,-0.73,94.69,19.7,8.1,0
20.8,12.2,34.2,2.55,12.5,-0.25,39.02,17.7,7.1,0
20.8,12.2,34.2,2.55,12.5,-0.25,39.02,17.7,7.1,0
22.3,15.1,34.4,0.35,11.7,-1.26,261.19,19.8,5.4,0
22.3,15.1,34.4,0.35,11.7,-1.26,261.19,19.8,5.4,0
21.4,14.9,36.2,1.94,13.3,0.76,51.35,18.2,9.0,0
21.4,14.9,36.2,1.94,13.3,0.76,51.35,18.2,9.0,0
22.0,13.8,34.7,2.18,-7.0,-1.02,230.64,18.1,7.6,1
22.0,13.8,34.7,2.18,-7.0,-1.02,230.64,18.1,7.6,0
20.4,12.6,30.7,2.49,18.5,0.6,0.0,17.1,5.2,0
20.4,12.6,30.7,2.49,18.5,0.6,0.0,17.1,5.2,1
22.6,16.3,37.1,-1.0,-4.7,-2.12,533.02,21.0,7.3,0
22.6,16.3,37.1,-1.0,-4.7,-2.12,533.02,21.0,7.3,0
22.9,15.3,29.6,-0.06,10.0,-2.55,297.51,20.6,1.8,0
22.9,15.3,29.6,-0.06,10.0,-2.55,297.51,20.6,1.8,0
22.0,12.8,27.3,4.5,36.7,1.72,1.23,15.5,3.2,0
22.0,12.8,27.3,4.5,36.7,1.72,1.23,15.5,3.2,0
19.6,14.7,27.4,2.43,17.1,2.9,0.0,17.8,2.6,0
19.6,14.7,27.4,2.43,17.1,2.9,0.0,17.8,2.6,1
21.8,16.1,36.9,0.27,-8.4,-0.14,41.91,20.0,9.3,1
21.8,16.1,36.9,0.27,-8.4,-0.14,41.91,20.0,9.3,0
22.4,14.0,32.7,1.82,32.7,0.06,13.68,17.7,6.6,0
22.4,14.0,32.7,1.82,32.7,0.06,13.68,17.7,6.6,0
18.8,8.4,27.1,5.76,34.3,0.59,0.0,12.7,5.0,0
18.8,8.4,27.1,5.76,34.3,0.59,0.0,12.7,5.0,0
19.0,10.4,27.3,3.48,-9.1,0.63,2.64,15.9,2.6,0
19.0,10.4,27.3,3.48,-9.1,0.63,2.64,15.9,2.6,0
21.4,10.6,28.5,4.41,-7.5,1.81,0.0,14.9,5.2,0
21.4,10.6,28.5,4.41,-7.5,1.81,0.0,14.9,5.2,0
19.2,14.8,26.5,1.44,10.9,2.88,0.0,18.7,1.2,0
19.2,14.8,26.5,1.44,10.9,2.88,0.0,18.7,1.2,0
21.8,15.0,35.4,0.52,-9.8,-0.65,51.77,20.3,7.3,1
21.8,15.0,35.4,0.52,-9.8,-0.65,51.77,20.3,7.3,1
23.8,16.4,36.0,-0.96,-5.3,-2.55,466.51,21.5,6.1,1
23.8,16.4,36.0,-0.96,-5.3,-2.55,466.51,21.5,6.1,0
23.0,13.8,32.8,2.18,10.1,0.15,5.66,17.9,6.1,1
23.0,13.8,32.8,2.18,10.1,0.15,5.66,17.9,6.1,1
22.5,16.7,36.6,-1.69,-4.9,-1.8,298.89,21.6,6.2,1
22.5,16.7,36.6,-1.69,-4.9,-1.8,298.89,21.6,6.2,0
21.0,14.6,35.0,1.03,-4.6,-1.49,341.28,19.1,6.9,1
21.0,14.6,35.0,1.03,-4.6,-1.49,341.28,19.1,6.9,1
22.7,15.5,38.3,0.05,-5.0,-1.54,287.69,20.4,8.5,1
22.7,15.5,38.3,0.05,-5.0,-1.54,287.69,20.4,8.5,1
21.8,15.4,34.2,0.04,-6.7,-1.48,233.58,20.5,5.5,1
21.8,15.4,34.2,0.04,-6.7,-1.48,233.58,20.5,5.5,1
23.0,14.2,31.9,1.22,-7.4,-1.28,322.93,18.7,4.6,0
23.0,14.2,31.9,1.22,-7.4,-1.28,322.93,18.7,4.6,1
22.7,15.2,31.7,0.26,-7.4,-0.94,145.52,19.9,4.2,0
22.7,15.2,31.7,0.26,-7.4,-0.94,145.52,19.9,4.2,0
21.6,14.6,32.3,0.63,12.9,-0.83,80.48,19.5,5.0,0
21.6,14.6,32.3,0.63,12.9,-0.83,80.48,19.5,5.0,0
21.4,14.1,34.7,1.49,-5.7,-0.62,182.85,19.0,6.7,0
21.4,14.1,34.7,1.49,-5.7,-0.62,182.85,19.0,6.7,1
21.9,15.2,35.1,1.01,-6.3,-0.61,199.65,20.3,7.0,1
21.9,15.2,35.1,1.01,-6.3,-0.61,199.65,20.3,7.0,0
19.6,14.0,31.1,2.28,-7.3,1.6,0.0,18.5,5.6,0
19.6,14.0,31.1,2.28,-7.3,1.6,0.0,18.5,5.6,0
21.5,13.8,34.1,1.18,-8.1,-0.45,61.09,19.1,5.6,0
21.5,13.8,34.1,1.18,-8.1,-0.45,61.09,19.1,5.6,0
21.1,14.0,34.1,0.79,-7.1,-1.11,183.04,19.5,6.0,0
21.1,14.0,34.1,0.79,-7.1,-1.11,183.04,19.5,6.0,0
21.0,15.4,31.5,-0.86,-8.1,-1.64,197.77,21.3,1.4,1
21.0,15.4,31.5,-0.86,-8.1,-1.64,197.77,21.3,1.4,0
21.0,12.6,22.3,1.38,-7.7,-1.16,107.61,18.7,-3.4,0
21.0,12.6,22.3,1.38,-7.7,-1.16,107.61,18.7,-3.4,0
22.2,14.2,31.5,0.62,12.1,-0.7,143.24,19.3,4.0,0
22.2,14.2,31.5,0.62,12.1,-0.7,143.24,19.3,4.0,1
22.3,16.0,35.2,-0.58,-5.7,-2.01,298.92,21.5,6.3,1
22.3,16.0,35.2,-0.58,-5.7,-2.01,298.92,21.5,6.3,1
21.6,15.9,35.7,-1.27,-6.1,-2.15,291.41,22.0,5.3,1
21.6,15.9,35.7,-1.27,-6.1,-2.15,291.41,22.0,5.3,1
23.2,14.3,33.6,1.2,-7.7,-1.97,531.63,19.6,6.0,1
23.2,14.3,33.6,1.2,-7.7,-1.97,531.63,19.6,6.0,1
21.9,12.8,35.1,-0.1,10.2,-2.05,169.02,20.1,5.2,0
21.9,12.8,35.1,-0.1,10.2,-2.05,169.02,20.1,5.2,0
21.6,9.8,25.5,4.9,29.9,0.6,95.41,14.7,3.0,0
21.6,9.8,25.5,4.9,29.9,0.6,95.41,14.7,3.0,0
20.0,14.2,34.9,0.49,29.1,-0.41,44.21,20.3,5.8,1
20.0,14.2,34.9,0.49,29.1,-0.41,44.21,20.3,5.8,0
20.5,14.1,32.8,0.39,16.3,-0.95,105.2,20.4,4.8,0
20.5,14.1,32.8,0.39,16.3,-0.95,105.2,20.4,4.8,0
21.2,14.7,33.2,0.11,-9.4,-0.58,42.93,20.6,5.2,0
21.2,14.7,33.2,0.11,-9.4,-0.58,42.93,20.6,5.2,0
21.6,12.3,29.2,2.77,10.7,0.01,0.0,18.0,3.2,1
21.6,12.3,29.2,2.77,10.7,0.01,0.0,18.0,3.2,1
22.2,15.8,37.3,-0.47,-6.0,-1.39,241.61,21.3,7.0,1
22.2,15.8,37.3,-0.47,-6.0,-1.39,241.61,21.3,7.0,1
22.2,14.9,36.5,0.11,-6.8,-0.83,185.45,20.8,5.7,1
22.2,14.9,36.5,0.11,-6.8,-0.83,185.45,20.8,5.7,0
20.7,6.8,24.3,5.43,-9.5,0.57,0.0,13.5,1.2,0
20.7,6.8,24.3,5.43,-9.5,0.57,0.0,13.5,1.2,0
20.9,10.6,33.9,2.21,-7.9,-0.55,95.93,17.1,5.4,0
20.9,10.6,33.9,2.21,-7.9,-0.55,95.93,17.1,5.4,0
21.9,15.1,33.2,-0.88,-8.9,-2.3,383.65,21.6,4.0,0
21.9,15.1,33.2,-0.88,-8.9,-2.3,383.65,21.6,4.0,0
21.7,14.5,34.6,0.7,10.4,-1.3,300.07,20.4,5.6,1
21.7,14.5,34.6,0.7,10.4,-1.3,300.07,20.4,5.6,0
20.4,14.0,32.3,0.09,11.5,-0.52,30.59,20.5,3.2,0
20.4,14.0,32.3,0.09,11.5,-0.52,30.59,20.5,3.2,0
20.2,12.6,27.7,2.49,14.5,0.56,11.45,18.1,1.8,0
20.2,12.6,27.7,2.49,14.5,0.56,11.45,18.1,1.8,0
17.6,3.2,25.4,7.46,10.8,0.15,3.43,10.1,4.7,0
17.6,3.2,25.4,7.46,10.8,0.15,3.43,10.1,4.7,0
20.5,15.6,35.1,-1.18,-8.8,-1.43,119.19,22.1,5.4,0
20.5,15.6,35.1,-1.18,-8.8,-1.43,119.19,22.1,5.4,0
21.4,15.1,33.9,-0.48,21.3,-1.81,202.65,21.4,5.3,0
21.4,15.1,33.9,-0.48,21.3,-1.81,202.65,21.4,5.3,0
21.4,14.6,31.3,0.21,18.7,-0.67,72.28,20.3,3.0,1
21.4,14.6,31.3,0.21,18.7,-0.67,72.28,20.3,3.0,0
20.2,11.6,24.7,3.39,23.5,0.83,1.39,17.1,-1.0,0
20.2,11.6,24.7,3.39,23.5,0.83,1.39,17.1,-1.0,0
21.0,13.9,34.1,0.79,16.5,0.32,62.32,19.4,4.3,0
21.0,13.9,34.1,0.79,16.5,0.32,62.32,19.4,4.3,0
21.9,13.4,33.1,0.06,-8.3,-2.18,622.98,19.7,4.0,1
21.9,13.4,33.1,0.06,-8.3,-2.18,622.98,19.7,4.0,1
21.4,9.8,33.6,1.65,-8.8,-2.1,186.42,16.9,5.5,1
21.4,9.8,33.6,1.65,-8.8,-2.1,186.42,16.9,5.5,1
21.7,14.0,31.5,0.09,-9.0,-2.01,368.59,20.3,3.6,1
21.7,14.0,31.5,0.09,-9.0,-2.01,368.59,20.3,3.6,0
21.2,14.8,31.9,0.42,13.5,0.02,43.4,20.3,3.4,1
21.2,14.8,31.9,0.42,13.5,0.02,43.4,20.3,3.4,0
21.9,12.2,26.1,2.35,20.7,-1.63,337.85,17.9,-0.4,0
21.9,12.2,26.1,2.35,20.7,-1.63,337.85,17.9,-0.4,0
20.0,12.0,24.3,3.03,19.3,1.33,0.0,17.3,-1.8,0
20.0,12.0,24.3,3.03,19.3,1.33,0.0,17.3,-1.8,0
19.2,8.6,29.6,5.37,12.5,1.48,0.75,14.1,5.9,0
19.2,8.6,29.6,5.37,12.5,1.48,0.75,14.1,5.9,1
21.1,15.0,38.0,0.02,-8.1,-0.26,54.26,20.7,7.7,0
21.1,15.0,38.0,0.02,-8.1,-0.26,54.26,20.7,7.7,0
19.6,12.0,30.7,1.12,-9.0,0.02,4.62,18.7,2.8,1
19.6,12.0,30.7,1.12,-9.0,0.02,4.62,18.7,2.8,1
22.1,15.3,30.0,0.12,-7.1,-1.65,415.58,20.8,3.6,1
22.1,15.3,30.0,0.12,-7.1,-1.65,415.58,20.8,3.6,1
22.6,15.1,37.9,-1.07,11.4,-2.5,359.52,21.6,6.7,1
22.6,15.1,37.9,-1.07,11.4,-2.5,359.52,21.6,6.7,0
19.8,11.5,16.2,3.95,13.1,1.07,0.1,17.6,-7.0,0
19.8,11.5,16.2,3.95,13.1,1.07,0.1,17.6,-7.0,0
15.8,-2.2,5.7,13.13,12.1,5.38,0.0,2.9,-6.2,0
15.8,-2.2,5.7,13.13,12.1,5.38,0.0,2.9,-6.2,0
20.0,13.0,33.5,2.74,-8.5,1.89,0.0,18.5,7.0,0
20.0,13.0,33.5,2.74,-8.5,1.89,0.0,18.5,7.0,0
19.6,14.4,37.2,0.6,10.9,1.17,0.0,20.3,7.5,1
19.6,14.4,37.2,0.6,10.9,1.17,0.0,20.3,7.5,0
18.6,11.0,34.1,2.11,11.5,-0.01,6.74,18.1,5.2,0
18.6,11.0,34.1,2.11,11.5,-0.01,6.74,18.1,5.2,0
20.2,8.6,28.9,3.63,10.0,-0.93,34.92,15.3,3.0,0
20.2,8.6,28.9,3.63,10.0,-0.93,34.92,15.3,3.0,0
22.7,9.6,14.9,5.91,19.7,0.7,21.01,14.3,-6.4,0
22.7,9.6,14.9,5.91,19.7,0.7,21.01,14.3,-6.4,0
18.8,9.8,8.5,5.98,10.9,2.33,0.0,14.7,11.8,0
18.8,9.8,8.5,5.98,10.9,2.33,0.0,14.7,11.8,0
17.8,10.4,2.3,4.54,10.5,3.14,0.0,15.9,19.4,0
17.8,10.4,2.3,4.54,10.5,3.14,0.0,15.9,19.4,0
17.6,12.4,33.4,1.18,-7.1,1.66,0.0,19.5,5.3,0
17.6,12.4,33.4,1.18,-7.1,1.66,0.0,19.5,5.3,0
20.0,12.6,28.7,3.3,10.9,2.49,0.0,17.5,4.2,0
20.0,12.6,28.7,3.3,10.9,2.49,0.0,17.5,4.2,0
19.6,12.2,30.5,3.15,-9.6,2.31,1.35,17.1,5.4,1
19.6,12.2,30.5,3.15,-9.6,2.31,1.35,17.1,5.4,1
20.8,16.2,34.4,-0.1,-8.8,0.03,16.99,21.3,6.7,1
20.8,16.2,34.4,-0.1,-8.8,0.03,16.99,21.3,6.7,1
23.1,15.0,37.9,-1.59,-8.2,-3.95,607.91,22.5,7.2,0
23.1,15.0,37.9,-1.59,-8.2,-3.95,607.91,22.5,7.2,0
22.4,14.1,31.8,-0.9,27.9,-2.82,500.03,21.0,3.0,0
22.4,14.1,31.8,-0.9,27.9,-2.82,500.03,21.0,3.0,0
20.2,14.6,14.5,0.71,15.5,-0.5,142.79,20.1,11.0,0
20.2,14.6,14.5,0.71,15.5,-0.5,142.79,20.1,11.0,0
17.8,12.5,7.4,1.68,13.5,1.81,0.0,19.0,17.0,0
17.8,12.5,7.4,1.68,13.5,1.81,0.0,19.0,17.0,0
16.8,9.8,0.7,5.23,14.1,4.3,0.0,14.9,19.2,0
16.8,9.8,0.7,5.23,14.1,4.3,0.0,14.9,19.2,0
17.8,6.0,12.9,8.27,16.9,3.55,0.0,10.9,-5.8,0
17.8,6.0,12.9,8.27,16.9,3.55,0.0,10.9,-5.8,0
20.8,12.9,31.8,2.62,19.3,0.58,0.73,18.2,4.8,0
20.8,12.9,31.8,2.62,19.3,0.58,0.73,18.2,4.8,0
18.0,12.8,31.6,2.31,18.7,2.41,0.0,18.5,5.3,0
18.0,12.8,31.6,2.31,18.7,2.41,0.0,18.5,5.3,0
19.6,13.2,25.5,1.74,15.7,0.68,6.45,18.9,-0.2,0
19.6,13.2,25.5,1.74,15.7,0.68,6.45,18.9,-0.2,0
19.4,13.6,23.5,0.76,18.3,0.84,0.0,19.9,-2.8,0
19.4,13.6,23.5,0.76,18.3,0.84,0.0,19.9,-2.8,0
18.6,13.2,34.4,1.84,26.3,1.03,0.18,18.5,6.5,0
18.6,13.2,34.4,1.84,26.3,1.03,0.18,18.5,6.5,0
20.8,12.8,29.5,1.3,10.7,-0.76,131.71,18.7,2.8,0
20.8,12.8,29.5,1.3,10.7,-0.76,131.71,18.7,2.8,0
17.6,11.0,19.9,1.84,-8.2,0.49,0.0,18.9,-5.0,0
17.6,11.0,19.9,1.84,-8.2,0.49,0.0,18.9,-5.0,0
19.4,10.8,19.1,2.98,-9.2,0.51,0.4,17.3,-6.2,0
19.4,10.8,19.1,2.98,-9.2,0.51,0.4,17.3,-6.2,0
17.0,12.0,34.9,3.23,14.1,3.53,0.0,17.1,7.6,0
17.0,12.0,34.9,3.23,14.1,3.53,0.0,17.1,7.6,1
20.3,14.4,38.5,-0.07,10.7,1.26,0.0,20.1,7.8,0
20.3,14.4,38.5,-0.07,10.7,1.26,0.0,20.1,7.8,0
20.9,9.2,24.9,4.11,-9.6,-0.86,40.24,15.7,0.8,0
20.9,9.2,24.9,4.11,-9.6,-0.86,40.24,15.7,0.8,0
17.2,1.2,-7.1,9.66,11.2,3.43,0.0,7.7,20.4,0
17.2,1.2,-7.1,9.66,11.2,3.43,0.0,7.7,20.4,0
16.6,11.7,1.4,3.67,24.3,3.58,0.0,18.0,19.8,0
16.6,11.7,1.4,3.67,24.3,3.58,0.0,18.0,19.8,0
19.4,14.0,33.2,1.38,10.7,1.7,0.0,19.7,5.5,0
19.4,14.0,33.2,1.38,10.7,1.7,0.0,19.7,5.5,0
17.6,14.0,35.6,1.48,-7.7,2.7,0.0,19.3,7.1,0
17.6,14.0,35.6,1.48,-7.7,2.7,0.0,19.3,7.1,1
21.3,13.0,36.1,0.52,-7.6,-0.45,35.52,20.1,6.8,1
21.3,13.0,36.1,0.52,-7.6,-0.45,35.52,20.1,6.8,0
18.4,1.8,13.9,10.15,14.3,5.11,0.0,7.1,-2.0,0
18.4,1.8,13.9,10.15,14.3,5.11,0.0,7.1,-2.0,0
15.6,5.0,23.7,6.59,12.7,4.02,0.0,11.7,3.2,0
15.6,5.0,23.7,6.59,12.7,4.02,0.0,11.7,3.2,0
20.0,11.2,27.3,3.56,14.9,1.12,0.0,17.1,2.6,0
20.0,11.2,27.3,3.56,14.9,1.12,0.0,17.1,2.6,0
18.4,11.2,29.5,2.83,12.1,2.0,0.0,17.3,3.4,0
18.4,11.2,29.5,2.83,12.1,2.0,0.0,17.3,3.4,0
18.4,0.6,18.5,11.57,19.3,3.91,0.0,5.9,4.0,0
18.4,0.6,18.5,11.57,19.3,3.91,0.0,5.9,4.0,0
19.0,5.2,3.7,8.9,29.3,2.83,0.0,10.5,13.4,0
16.4,3.6,-0.3,10.15,21.5,5.57,0.0,9.1,14.6,0
16.4,3.6,-0.3,10.15,21.5,5.57,0.0,9.1,14.6,0
17.2,9.8,17.9,6.13,22.3,4.91,0.0,15.1,-0.6,0
17.2,9.8,17.9,6.13,22.3,4.91,0.0,15.1,-0.6,0
16.8,11.2,24.9,3.96,29.5,4.83,0.0,16.7,1.8,0
16.8,11.2,24.9,3.96,29.5,4.83,0.0,16.7,1.8,0
9.8,-1.4,5.5,10.41,22.3,9.03,0.0,4.9,-6.8,0
9.8,-1.4,5.5,10.41,22.3,9.03,0.0,4.9,-6.8,0
18.6,12.6,11.3,3.12,26.7,2.25,0.0,18.3,11.0,0
14.6,10.6,5.5,3.93,22.3,5.47,0.0,15.9,17.8,0
14.6,10.6,5.5,3.93,22.3,5.47,0.0,15.9,17.8,0
18.0,13.9,33.5,1.48,17.3,2.19,0.0,19.2,6.3,0
18.0,13.9,33.5,1.48,17.3,2.19,0.0,19.2,6.3,0
18.6,5.2,22.9,6.54,10.2,0.74,0.0,11.7,2.8,0
18.6,5.2,22.9,6.54,10.2,0.74,0.0,11.7,2.8,0
19.2,3.6,-4.5,7.75,15.3,2.83,0.0,10.9,19.4,0
19.2,3.6,-4.5,7.75,15.3,2.83,0.0,10.9,19.4,0
18.0,13.2,36.8,0.84,12.3,1.52,0.57,19.5,7.1,0
18.0,13.2,36.8,0.84,12.3,1.52,0.57,19.5,7.1,0
16.6,11.4,29.3,2.15,-7.5,1.96,0.0,17.9,4.0,0
16.6,11.4,29.3,2.15,-7.5,1.96,0.0,17.9,4.0,0
15.2,8.8,24.5,2.64,11.9,3.55,0.0,15.7,0.4,0
15.2,8.8,24.5,2.64,11.9,3.55,0.0,15.7,0.4,0
15.8,10.8,23.9,4.66,27.3,5.37,0.0,15.1,0.4,0
15.8,10.8,23.9,4.66,27.3,5.37,0.0,15.1,0.4,0
18.6,12.6,20.9,2.78,27.7,2.38,18.71,17.3,-4.2,0
18.6,12.6,20.9,2.78,27.7,2.38,18.71,17.3,-4.2,0
15.2,11.2,21.3,2.51,11.9,3.36,0.0,17.1,-3.0,0
15.2,11.2,21.3,2.51,11.9,3.36,0.0,17.1,-3.0,0
17.2,7.6,25.1,6.75,14.9,3.71,0.0,12.5,3.8,0
17.2,7.6,25.1,6.75,14.9,3.71,0.0,12.5,3.8,0
19.0,8.0,27.5,4.54,10.0,1.12,0.26,13.5,2.6,0
19.0,8.0,27.5,4.54,10.0,1.12,0.26,13.5,2.6,0
17.0,12.4,19.1,2.98,11.3,2.48,0.0,17.7,-4.4,0
17.0,12.4,19.1,2.98,11.3,2.48,0.0,17.7,-4.4,0
17.2,10.0,21.7,3.82,-9.7,2.19,0.0,15.7,-2.0,0
17.2,10.0,21.7,3.82,-9.7,2.19,0.0,15.7,-2.0,0
17.8,6.4,23.9,7.99,15.1,3.28,0.0,10.5,3.2,0
17.8,6.4,23.9,7.99,15.1,3.28,0.0,10.5,3.2,0
16.2,8.2,19.5,5.86,22.1,4.15,0.0,14.3,-0.6,0
16.2,8.2,19.5,5.86,22.1,4.15,0.0,14.3,-0.6,0
14.6,5.2,1.7,10.32,45.3,7.52,0.0,8.5,14.4,0
14.6,5.2,1.7,10.32,45.3,7.52,0.0,8.5,14.4,0
15.2,5.6,18.7,7.61,14.5,4.22,0.0,11.1,-2.2,0
15.2,5.6,18.7,7.61,14.5,4.22,0.0,11.1,-2.2,0
18.4,13.8,23.3,0.77,-9.2,0.53,6.81,20.1,-3.8,0
18.4,13.8,23.3,0.77,-9.2,0.53,6.81,20.1,-3.8,1
20.8,12.6,28.3,1.38,-6.9,-1.9,267.47,18.7,2.0,1
20.8,12.6,28.3,1.38,-6.9,-1.9,267.47,18.7,2.0,1
22.1,15.5,33.6,-0.17,-7.5,-1.19,171.46,20.8,5.0,1
22.1,15.5,33.6,-0.17,-7.5,-1.19,171.46,20.8,5.0,1
20.4,11.4,34.3,2.64,11.5,0.47,9.88,16.9,6.6,1
20.4,11.4,34.3,2.64,11.5,0.47,9.88,16.9,6.6,1
21.0,11.6,34.0,1.46,-8.8,-0.9,145.74,17.5,4.9,1
21.0,11.6,34.0,1.46,-8.8,-0.9,145.74,17.5,4.9,0
19.4,12.2,30.3,1.64,10.8,-0.36,3.63,18.1,3.0,0
19.4,12.2,30.3,1.64,10.8,-0.36,3.63,18.1,3.0,0
19.8,4.0,12.3,9.08,11.3,1.43,0.0,8.3,-6.0,0
19.8,4.0,12.3,9.08,11.3,1.43,0.0,8.3,-6.0,0
19.4,10.0,14.1,4.96,15.1,1.9,0.0,15.1,-9.2,0
19.4,10.0,14.1,4.96,15.1,1.9,0.0,15.1,-9.2,0
18.0,9.8,15.9,4.03,10.6,1.74,0.0,16.1,-7.6,0
18.0,9.8,15.9,4.03,10.6,1.74,0.0,16.1,-7.6,0
19.6,13.8,28.9,1.58,18.1,1.07,0.0,18.9,2.2,0
19.6,13.8,28.9,1.58,18.1,1.07,0.0,18.9,2.2,0
20.0,15.2,24.5,-0.07,11.5,0.02,36.13,20.7,-4.0,1
20.0,15.2,24.5,-0.07,11.5,0.02,36.13,20.7,-4.0,0
20.0,11.4,27.9,3.55,-9.8,-0.51,148.79,16.5,4.2,1
20.0,11.4,27.9,3.55,-9.8,-0.51,148.79,16.5,4.2,0
20.4,11.4,25.3,3.15,23.5,-0.66,69.7,16.9,0.2,1
20.4,11.4,25.3,3.15,23.5,-0.66,69.7,16.9,0.2,0
21.3,16.1,37.5,-1.0,-6.3,-1.28,76.87,22.2,7.3,1
21.3,16.1,37.5,-1.0,-6.3,-1.28,76.87,22.2,7.3,0
19.6,8.8,18.7,5.5,16.1,0.75,0.0,13.9,-2.6,0
19.6,8.8,18.7,5.5,16.1,0.75,0.0,13.9,-2.6,0
16.0,12.6,20.7,1.98,14.5,2.62,0.0,18.1,-5.0,0
16.0,12.6,20.7,1.98,14.5,2.62,0.0,18.1,-5.0,0
19.2,13.0,32.5,1.42,16.5,-1.16,94.51,18.5,5.2,0
19.2,13.0,32.5,1.42,16.5,-1.16,94.51,18.5,5.2,0
17.0,11.4,23.3,5.15,17.5,3.77,0.0,14.9,0.2,0
